MERGE @ lap 1.00: Disabled. Cannot plan merge on first lap. Need valid SS that represent whole dataset.
MERGE @ lap 2.00: Disabled. Waiting for lap >= 5 (--m_startLap).
MERGE @ lap 3.00: Disabled. Waiting for lap >= 5 (--m_startLap).
MERGE @ lap 4.00: Disabled. Waiting for lap >= 5 (--m_startLap).
PLANNING merges at lap 4.20. K=15
   0/15 UIDs ineligible because on shortlist for births. 
   8,   14 : pair_score 9.385e+02, size 494. 444.
   9,   17 : pair_score 9.071e+02, size 440. 466.
  13,   18 : pair_score 9.059e+02, size 497. 408.
  11,   18 : pair_score 8.964e+02, size 488. 408.
   5,   18 : pair_score 8.943e+02, size 486. 408.
   6,   18 : pair_score 8.862e+02, size 478. 408.
   9,   14 : pair_score 8.851e+02, size 440. 444.
  17,   18 : pair_score 8.746e+02, size 466. 408.
   7,    9 : pair_score 8.129e+02, size 372. 440.
   0,    9 : pair_score 7.441e+02, size 303. 440.
   1,   17 : pair_score 5.830e+02, size 116. 466.
   1,   14 : pair_score 5.610e+02, size 116. 444.
   1,    9 : pair_score 5.572e+02, size 116. 440.
   1,    7 : pair_score 4.888e+02, size 116. 372.
   2,   17 : pair_score 4.704e+02, size 3.99 466.
   2,   14 : pair_score 4.484e+02, size 3.99 444.
   0,    1 : pair_score 4.200e+02, size 303. 116.
   2,    7 : pair_score 3.762e+02, size 3.99 372.
   0,    2 : pair_score 3.075e+02, size 303. 3.99
EVALUATING merges at lap 8.00
   8,   13 : rejected. changed_loss  3.637e-02   merged_size 996.  
   5,   13 : rejected. changed_loss  7.852e-02   merged_size 979.  
   6,   13 : rejected. changed_loss  4.829e-02   merged_size 977.  
   6,   11 : rejected. changed_loss  2.387e-02   merged_size 968.  
   5,    6 : rejected. changed_loss  5.060e-02   merged_size 961.  
   8,   14 : rejected. changed_loss  4.373e-02   merged_size 940.  
   9,   17 : rejected. changed_loss  3.075e-02   merged_size 905.  
  13,   18 : rejected. changed_loss  2.672e-02   merged_size 903.  
  11,   18 : rejected. changed_loss  3.716e-02   merged_size 893.  
   5,   18 : rejected. changed_loss  5.598e-02   merged_size 886.  
   6,   18 : rejected. changed_loss  3.797e-02   merged_size 885.  
   9,   14 : rejected. changed_loss  4.104e-02   merged_size 881.  
  17,   18 : rejected. changed_loss  3.630e-02   merged_size 871.  
   7,    9 : rejected. changed_loss  3.121e-02   merged_size 810.  
   0,    9 : rejected. changed_loss  5.666e-02   merged_size 747.  
   1,   17 : rejected. changed_loss  2.838e-02   merged_size 582.  
   1,   14 : rejected. changed_loss  2.126e-02   merged_size 558.  
   1,    9 : rejected. changed_loss  2.704e-02   merged_size 556.  
   1,    7 : rejected. changed_loss  2.352e-02   merged_size 488.  
   2,   17 : rejected. changed_loss  8.429e-03   merged_size 469.  
   2,   14 : rejected. changed_loss  3.460e-03   merged_size 445.  
   0,    1 : rejected. changed_loss  4.257e-03   merged_size 425.  
   2,    7 : rejected. changed_loss  1.192e-02   merged_size 375.  
   0,    2 : ACCEPTED. changed_loss -1.098e-03   merged_size 312.  
MERGE @ lap 8.00 : 1/24 accepted. Ndiff 4.00. 0 skipped.
PLANNING merges at lap 8.20. K=12
   0/12 UIDs ineligible because on shortlist for births. 
   18/66 pairs eligible. 48 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   6,    8 : pair_score 9.790e+02, size 480. 498.
  13,   14 : pair_score 9.398e+02, size 497. 441.
  11,   14 : pair_score 9.302e+02, size 488. 441.
   5,   14 : pair_score 9.235e+02, size 481. 441.
   6,   14 : pair_score 9.220e+02, size 480. 441.
  14,   17 : pair_score 9.078e+02, size 441. 465.
   9,   18 : pair_score 8.445e+02, size 439. 405.
   0,    8 : pair_score 8.113e+02, size 312. 498.
   0,   13 : pair_score 8.103e+02, size 312. 497.
   0,   11 : pair_score 8.007e+02, size 312. 488.
   0,    5 : pair_score 7.940e+02, size 312. 481.
   0,    6 : pair_score 7.925e+02, size 312. 480.
   1,   18 : pair_score 5.221e+02, size 116. 405.
EVALUATING merges at lap 9.00
   6,    8 : rejected. changed_loss  2.510e-02   merged_size 981.  
  13,   14 : rejected. changed_loss  1.723e-02   merged_size 938.  
  11,   14 : rejected. changed_loss  2.565e-02   merged_size 929.  
   5,   14 : rejected. changed_loss  6.464e-02   merged_size 917.  
   6,   14 : rejected. changed_loss  3.985e-02   merged_size 921.  
  14,   17 : rejected. changed_loss  3.718e-02   merged_size 905.  
   9,   18 : rejected. changed_loss  4.766e-02   merged_size 842.  
   0,    8 : rejected. changed_loss  2.314e-02   merged_size 817.  
   0,   13 : rejected. changed_loss  1.640e-02   merged_size 814.  
   0,   11 : rejected. changed_loss  2.231e-02   merged_size 805.  
   0,    5 : rejected. changed_loss  8.062e-02   merged_size 792.  
   0,    6 : rejected. changed_loss  3.803e-02   merged_size 797.  
   1,   18 : rejected. changed_loss  1.883e-02   merged_size 522.  
MERGE @ lap 9.00 : 0/13 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 9.20. K=12
   0/12 UIDs ineligible because on shortlist for births. 
   20/66 pairs eligible. 46 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   5,    8 : pair_score 9.773e+02, size 476. 500.
   5,   13 : pair_score 9.745e+02, size 476. 497.
   5,   11 : pair_score 9.656e+02, size 476. 488.
   8,   18 : pair_score 9.039e+02, size 500. 403.
  14,   18 : pair_score 8.438e+02, size 440. 403.
   0,   17 : pair_score 7.815e+02, size 316. 465.
   0,   14 : pair_score 7.569e+02, size 316. 440.
   0,    9 : pair_score 7.552e+02, size 316. 438.
   0,   18 : pair_score 7.195e+02, size 316. 403.
   0,    7 : pair_score 6.878e+02, size 316. 371.
   1,    8 : pair_score 6.199e+02, size 119. 500.
   1,   13 : pair_score 6.171e+02, size 119. 497.
   1,   11 : pair_score 6.081e+02, size 119. 488.
   1,    6 : pair_score 6.002e+02, size 119. 481.
   1,    5 : pair_score 5.958e+02, size 119. 476.
EVALUATING merges at lap 10.00
   5,    8 : rejected. changed_loss  7.008e-02   merged_size 972.  
   5,   13 : rejected. changed_loss  7.859e-02   merged_size 968.  
   5,   11 : rejected. changed_loss  6.202e-02   merged_size 960.  
   8,   18 : rejected. changed_loss  3.912e-02   merged_size 903.  
  14,   18 : rejected. changed_loss  2.382e-02   merged_size 842.  
   0,   17 : rejected. changed_loss  4.629e-02   merged_size 783.  
   0,   14 : rejected. changed_loss  2.731e-02   merged_size 758.  
   0,    9 : rejected. changed_loss  5.687e-02   merged_size 757.  
   0,   18 : rejected. changed_loss  2.155e-02   merged_size 720.  
   0,    7 : rejected. changed_loss  5.785e-02   merged_size 690.  
   1,    8 : rejected. changed_loss  1.394e-02   merged_size 624.  
   1,   13 : rejected. changed_loss  1.714e-02   merged_size 620.  
   1,   11 : rejected. changed_loss  1.319e-02   merged_size 612.  
   1,    6 : rejected. changed_loss  1.602e-02   merged_size 603.  
   1,    5 : rejected. changed_loss  1.581e-02   merged_size 593.  
MERGE @ lap 10.00 : 0/15 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 10.20. K=12
   0/12 UIDs ineligible because on shortlist for births. 
   16/66 pairs eligible. 50 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   8,   11 : pair_score 9.914e+02, size 501. 489.
  11,   13 : pair_score 9.875e+02, size 489. 497.
  13,   17 : pair_score 9.626e+02, size 497. 464.
  11,   17 : pair_score 9.545e+02, size 489. 464.
   5,    6 : pair_score 9.525e+02, size 471. 481.
   6,   17 : pair_score 9.463e+02, size 481. 464.
   5,   17 : pair_score 9.359e+02, size 471. 464.
   7,    8 : pair_score 8.733e+02, size 371. 501.
   7,   14 : pair_score 8.115e+02, size 371. 439.
   7,   18 : pair_score 7.737e+02, size 371. 402.
   1,   17 : pair_score 5.871e+02, size 122. 464.
   1,   14 : pair_score 5.623e+02, size 122. 439.
   1,    9 : pair_score 5.609e+02, size 122. 438.
   1,   18 : pair_score 5.244e+02, size 122. 402.
   1,    7 : pair_score 4.939e+02, size 122. 371.
EVALUATING merges at lap 11.00
   8,   11 : rejected. changed_loss  2.783e-02   merged_size 993.  
  11,   13 : rejected. changed_loss  3.335e-02   merged_size 988.  
  13,   17 : rejected. changed_loss  4.530e-02   merged_size 962.  
  11,   17 : rejected. changed_loss  3.669e-02   merged_size 955.  
   5,    6 : rejected. changed_loss  5.131e-02   merged_size 948.  
   6,   17 : rejected. changed_loss  2.915e-02   merged_size 946.  
   5,   17 : rejected. changed_loss  6.216e-02   merged_size 931.  
   7,    8 : rejected. changed_loss  3.414e-02   merged_size 874.  
   7,   14 : rejected. changed_loss  3.945e-02   merged_size 811.  
   7,   18 : rejected. changed_loss  3.556e-02   merged_size 773.  
   1,   17 : rejected. changed_loss  2.947e-02   merged_size 588.  
   1,   14 : rejected. changed_loss  2.272e-02   merged_size 563.  
   1,    9 : rejected. changed_loss  2.831e-02   merged_size 562.  
   1,   18 : rejected. changed_loss  1.957e-02   merged_size 525.  
   1,    7 : rejected. changed_loss  2.444e-02   merged_size 495.  
MERGE @ lap 11.00 : 0/15 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 11.20. K=12
   0/12 UIDs ineligible because on shortlist for births. 
   17/66 pairs eligible. 49 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   8,   17 : pair_score 9.672e+02, size 502. 464.
   7,   13 : pair_score 8.695e+02, size 371. 497.
   7,   11 : pair_score 8.625e+02, size 371. 490.
   6,    7 : pair_score 8.535e+02, size 481. 371.
   5,    7 : pair_score 8.386e+02, size 466. 371.
   7,   17 : pair_score 8.365e+02, size 371. 464.
   0,    8 : pair_score 8.231e+02, size 320. 502.
   0,   13 : pair_score 8.182e+02, size 320. 497.
   0,   11 : pair_score 8.112e+02, size 320. 490.
   0,    6 : pair_score 8.022e+02, size 320. 481.
   0,    5 : pair_score 7.873e+02, size 320. 466.
   1,    8 : pair_score 6.266e+02, size 124. 502.
   1,   13 : pair_score 6.216e+02, size 124. 497.
   1,   11 : pair_score 6.146e+02, size 124. 490.
   1,    6 : pair_score 6.056e+02, size 124. 481.
   1,    5 : pair_score 5.908e+02, size 124. 466.
EVALUATING merges at lap 12.00
   8,   17 : rejected. changed_loss  3.810e-02   merged_size 967.  
   7,   13 : rejected. changed_loss  5.023e-02   merged_size 869.  
   7,   11 : rejected. changed_loss  2.886e-02   merged_size 864.  
   6,    7 : rejected. changed_loss  1.756e-02   merged_size 853.  
   5,    7 : rejected. changed_loss  4.079e-02   merged_size 835.  
   7,   17 : rejected. changed_loss  3.140e-02   merged_size 836.  
   0,    8 : rejected. changed_loss  2.332e-02   merged_size 825.  
   0,   13 : rejected. changed_loss  1.646e-02   merged_size 819.  
   0,   11 : rejected. changed_loss  2.246e-02   merged_size 813.  
   0,    6 : rejected. changed_loss  3.811e-02   merged_size 803.  
   0,    5 : rejected. changed_loss  8.067e-02   merged_size 785.  
   1,    8 : rejected. changed_loss  1.471e-02   merged_size 627.  
   1,   13 : rejected. changed_loss  1.804e-02   merged_size 621.  
   1,   11 : rejected. changed_loss  1.400e-02   merged_size 616.  
   1,    6 : rejected. changed_loss  1.637e-02   merged_size 605.  
   1,    5 : rejected. changed_loss  1.472e-02   merged_size 587.  
MERGE @ lap 12.00 : 0/16 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 12.20. K=12
   0/12 UIDs ineligible because on shortlist for births. 
   9/66 pairs eligible. 57 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   5,    8 : pair_score 9.669e+02, size 463. 503.
   5,   13 : pair_score 9.610e+02, size 463. 497.
   5,   11 : pair_score 9.554e+02, size 463. 491.
   8,    9 : pair_score 9.423e+02, size 503. 438.
   9,   13 : pair_score 9.363e+02, size 438. 497.
   9,   11 : pair_score 9.308e+02, size 438. 491.
   6,    9 : pair_score 9.205e+02, size 481. 438.
   5,    9 : pair_score 9.024e+02, size 463. 438.
   0,    1 : pair_score 4.458e+02, size 321. 124.
EVALUATING merges at lap 13.00
   5,    8 : rejected. changed_loss  7.022e-02   merged_size 965.  
   5,   13 : rejected. changed_loss  7.843e-02   merged_size 958.  
   5,   11 : rejected. changed_loss  6.235e-02   merged_size 954.  
   8,    9 : rejected. changed_loss  4.684e-02   merged_size 943.  
   9,   13 : rejected. changed_loss  4.727e-02   merged_size 936.  
   9,   11 : rejected. changed_loss  3.982e-02   merged_size 931.  
   6,    9 : rejected. changed_loss  3.622e-02   merged_size 920.  
   5,    9 : rejected. changed_loss  5.921e-02   merged_size 900.  
   0,    1 : rejected. changed_loss  6.685e-03   merged_size 446.  
MERGE @ lap 13.00 : 0/9 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 13.20. K=12
   0/12 UIDs ineligible because on shortlist for births. 
   18/66 pairs eligible. 48 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   8,   13 : pair_score 1.001e+03, size 504. 497.
   6,   13 : pair_score 9.790e+02, size 481. 497.
   6,   11 : pair_score 9.746e+02, size 481. 492.
   8,   14 : pair_score 9.434e+02, size 504. 439.
   5,    6 : pair_score 9.431e+02, size 461. 481.
   9,   17 : pair_score 9.035e+02, size 439. 464.
  13,   18 : pair_score 8.984e+02, size 497. 401.
  11,   18 : pair_score 8.940e+02, size 492. 401.
   6,   18 : pair_score 8.827e+02, size 481. 401.
   9,   14 : pair_score 8.783e+02, size 439. 439.
  17,   18 : pair_score 8.655e+02, size 464. 401.
   5,   18 : pair_score 8.624e+02, size 461. 401.
   7,    9 : pair_score 8.115e+02, size 372. 439.
   0,   17 : pair_score 7.868e+02, size 322. 464.
   0,   14 : pair_score 7.616e+02, size 322. 439.
   0,    9 : pair_score 7.614e+02, size 322. 439.
   0,    7 : pair_score 6.949e+02, size 322. 372.
EVALUATING merges at lap 14.00
   8,   13 : rejected. changed_loss  3.646e-02   merged_size 1002  
   6,   13 : rejected. changed_loss  4.831e-02   merged_size 978.  
   6,   11 : rejected. changed_loss  2.414e-02   merged_size 975.  
   8,   14 : rejected. changed_loss  4.398e-02   merged_size 944.  
   5,    6 : rejected. changed_loss  5.141e-02   merged_size 941.  
   9,   17 : rejected. changed_loss  3.081e-02   merged_size 903.  
  13,   18 : rejected. changed_loss  2.684e-02   merged_size 898.  
  11,   18 : rejected. changed_loss  3.762e-02   merged_size 894.  
   6,   18 : rejected. changed_loss  3.819e-02   merged_size 882.  
   9,   14 : rejected. changed_loss  4.118e-02   merged_size 878.  
  17,   18 : rejected. changed_loss  3.627e-02   merged_size 865.  
   5,   18 : rejected. changed_loss  5.623e-02   merged_size 860.  
   7,    9 : rejected. changed_loss  3.111e-02   merged_size 811.  
   0,   17 : rejected. changed_loss  4.638e-02   merged_size 787.  
   0,   14 : rejected. changed_loss  2.738e-02   merged_size 762.  
   0,    9 : rejected. changed_loss  5.687e-02   merged_size 761.  
   0,    7 : rejected. changed_loss  5.773e-02   merged_size 695.  
MERGE @ lap 14.00 : 0/17 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 14.20. K=12
   0/12 UIDs ineligible because on shortlist for births. 
   9/66 pairs eligible. 57 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   6,    8 : pair_score 9.867e+02, size 481. 505.
  13,   14 : pair_score 9.364e+02, size 497. 439.
  11,   14 : pair_score 9.331e+02, size 493. 439.
   5,   17 : pair_score 9.239e+02, size 459. 464.
   6,   14 : pair_score 9.209e+02, size 481. 439.
  14,   17 : pair_score 9.036e+02, size 439. 464.
   5,   14 : pair_score 8.987e+02, size 459. 439.
   9,   18 : pair_score 8.400e+02, size 439. 400.
   0,   18 : pair_score 7.237e+02, size 322. 400.
EVALUATING merges at lap 15.00
   6,    8 : rejected. changed_loss  2.521e-02   merged_size 987.  
