MERGE @ lap 1.00: Disabled. Cannot plan merge on first lap. Need valid SS that represent whole dataset.
MERGE @ lap 2.00: Disabled. Waiting for lap >= 5 (--m_startLap).
MERGE @ lap 3.00: Disabled. Waiting for lap >= 5 (--m_startLap).
MERGE @ lap 4.00: Disabled. Waiting for lap >= 5 (--m_startLap).
PLANNING merges at lap 4.20. K=15
   0/15 UIDs ineligible because on shortlist for births. 
   0,    6 : pair_score 8.284e+02, size 359. 469.
   0,   10 : pair_score 8.089e+02, size 359. 449.
   1,   10 : pair_score 5.623e+02, size 112. 449.
   1,    7 : pair_score 5.570e+02, size 112. 444.
   1,   14 : pair_score 5.364e+02, size 112. 423.
   1,   17 : pair_score 5.347e+02, size 112. 422.
   1,   18 : pair_score 5.080e+02, size 112. 395.
EVALUATING merges at lap 8.00
   5,   13 : rejected. changed_loss  3.128e-02   merged_size 987.  
  11,   13 : rejected. changed_loss  5.091e-02   merged_size 947.  
   7,    9 : rejected. changed_loss  4.359e-02   merged_size 894.  
   0,    5 : rejected. changed_loss  5.253e-02   merged_size 873.  
   7,   14 : rejected. changed_loss  4.191e-02   merged_size 874.  
   9,   17 : rejected. changed_loss  5.282e-02   merged_size 870.  
   7,   17 : rejected. changed_loss  3.363e-02   merged_size 869.  
   0,   11 : rejected. changed_loss  8.864e-02   merged_size 833.  
   7,   18 : rejected. changed_loss  4.309e-02   merged_size 842.  
   0,   13 : rejected. changed_loss  3.936e-02   merged_size 817.  
   0,    6 : rejected. changed_loss  5.097e-02   merged_size 820.  
   0,   10 : rejected. changed_loss  3.296e-02   merged_size 805.  
   1,   10 : rejected. changed_loss  1.332e-02   merged_size 570.  
   1,    7 : rejected. changed_loss  1.604e-02   merged_size 564.  
   1,   14 : rejected. changed_loss  1.934e-02   merged_size 544.  
   1,   17 : rejected. changed_loss  2.315e-02   merged_size 539.  
   1,   18 : rejected. changed_loss  1.390e-02   merged_size 512.  
MERGE @ lap 8.00 : 0/17 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 8.20. K=12
   0/12 UIDs ineligible because on shortlist for births. 
   22/66 pairs eligible. 44 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   5,   11 : pair_score 1.003e+03, size 521. 481.
   5,    9 : pair_score 9.696e+02, size 521. 447.
   5,   14 : pair_score 9.489e+02, size 521. 427.
   9,   11 : pair_score 9.295e+02, size 447. 481.
   6,    9 : pair_score 9.167e+02, size 468. 447.
   9,   13 : pair_score 9.135e+02, size 447. 465.
  11,   14 : pair_score 9.089e+02, size 481. 427.
   9,   10 : pair_score 9.011e+02, size 447. 453.
   6,   14 : pair_score 8.960e+02, size 468. 427.
  13,   14 : pair_score 8.928e+02, size 465. 427.
  10,   14 : pair_score 8.804e+02, size 453. 427.
   0,    7 : pair_score 7.988e+02, size 351. 446.
   0,   17 : pair_score 7.743e+02, size 351. 422.
   0,   18 : pair_score 7.470e+02, size 351. 395.
   1,    5 : pair_score 6.393e+02, size 117. 521.
   1,   11 : pair_score 5.992e+02, size 117. 481.
   1,    6 : pair_score 5.864e+02, size 117. 468.
   1,   13 : pair_score 5.832e+02, size 117. 465.
   0,    1 : pair_score 4.694e+02, size 351. 117.
EVALUATING merges at lap 9.00
   5,   11 : rejected. changed_loss  5.536e-02   merged_size 999.  
   5,    9 : rejected. changed_loss  6.732e-02   merged_size 971.  
   5,   14 : rejected. changed_loss  5.000e-02   merged_size 952.  
   9,   11 : rejected. changed_loss  6.495e-02   merged_size 925.  
   6,    9 : rejected. changed_loss  4.077e-02   merged_size 917.  
   9,   13 : rejected. changed_loss  5.068e-02   merged_size 911.  
  11,   14 : rejected. changed_loss  5.450e-02   merged_size 906.  
   9,   10 : rejected. changed_loss  3.920e-02   merged_size 903.  
   6,   14 : rejected. changed_loss  5.282e-02   merged_size 898.  
  13,   14 : rejected. changed_loss  2.249e-02   merged_size 891.  
  10,   14 : rejected. changed_loss  3.172e-02   merged_size 884.  
   0,    7 : rejected. changed_loss  2.595e-02   merged_size 797.  
   0,   17 : rejected. changed_loss  4.123e-02   merged_size 771.  
   0,   18 : rejected. changed_loss  2.565e-02   merged_size 744.  
   1,    5 : rejected. changed_loss  3.136e-02   merged_size 643.  
   1,   11 : rejected. changed_loss  1.587e-02   merged_size 597.  
   1,    6 : rejected. changed_loss  3.646e-02   merged_size 589.  
   1,   13 : rejected. changed_loss  2.120e-02   merged_size 583.  
   0,    1 : rejected. changed_loss  5.815e-03   merged_size 469.  
MERGE @ lap 9.00 : 0/19 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 9.20. K=12
   0/12 UIDs ineligible because on shortlist for births. 
   13/66 pairs eligible. 53 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   5,   10 : pair_score 9.777e+02, size 522. 454.
  10,   11 : pair_score 9.319e+02, size 454. 476.
   6,   10 : pair_score 9.236e+02, size 468. 454.
  10,   13 : pair_score 9.172e+02, size 454. 462.
   9,   14 : pair_score 8.788e+02, size 449. 429.
   0,    9 : pair_score 7.979e+02, size 348. 449.
   0,   14 : pair_score 7.787e+02, size 348. 429.
   1,   10 : pair_score 5.759e+02, size 120. 454.
   1,    9 : pair_score 5.699e+02, size 120. 449.
   1,    7 : pair_score 5.692e+02, size 120. 448.
   1,   14 : pair_score 5.507e+02, size 120. 429.
   1,   17 : pair_score 5.435e+02, size 120. 422.
EVALUATING merges at lap 10.00
   5,   10 : rejected. changed_loss  4.526e-02   merged_size 979.  
  10,   11 : rejected. changed_loss  4.972e-02   merged_size 928.  
   6,   10 : rejected. changed_loss  4.230e-02   merged_size 924.  
  10,   13 : rejected. changed_loss  2.708e-02   merged_size 916.  
   9,   14 : rejected. changed_loss  3.174e-02   merged_size 880.  
   0,    9 : rejected. changed_loss  4.333e-02   merged_size 796.  
   0,   14 : rejected. changed_loss  3.886e-02   merged_size 778.  
   1,   10 : rejected. changed_loss  1.385e-02   merged_size 579.  
   1,    9 : rejected. changed_loss  2.407e-02   merged_size 573.  
   1,    7 : rejected. changed_loss  1.644e-02   merged_size 573.  
   1,   14 : rejected. changed_loss  1.971e-02   merged_size 555.  
   1,   17 : rejected. changed_loss  2.345e-02   merged_size 546.  
MERGE @ lap 10.00 : 0/12 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 10.20. K=12
   0/12 UIDs ineligible because on shortlist for births. 
   24/66 pairs eligible. 42 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   5,    6 : pair_score 9.920e+02, size 523. 468.
   5,   13 : pair_score 9.837e+02, size 523. 460.
   5,    7 : pair_score 9.728e+02, size 523. 449.
   6,   11 : pair_score 9.412e+02, size 468. 472.
  11,   13 : pair_score 9.329e+02, size 472. 460.
   6,   13 : pair_score 9.288e+02, size 468. 460.
   7,   11 : pair_score 9.220e+02, size 449. 472.
   6,    7 : pair_score 9.179e+02, size 468. 449.
   7,   13 : pair_score 9.096e+02, size 449. 460.
   7,   10 : pair_score 9.054e+02, size 449. 456.
   0,    5 : pair_score 8.707e+02, size 347. 523.
   9,   18 : pair_score 8.447e+02, size 449. 395.
  14,   18 : pair_score 8.263e+02, size 431. 395.
   0,   11 : pair_score 8.199e+02, size 347. 472.
  17,   18 : pair_score 8.177e+02, size 422. 395.
   0,    6 : pair_score 8.158e+02, size 347. 468.
   0,   13 : pair_score 8.075e+02, size 347. 460.
   0,   10 : pair_score 8.033e+02, size 347. 456.
   1,    5 : pair_score 6.474e+02, size 123. 523.
   1,   11 : pair_score 5.965e+02, size 123. 472.
   1,   18 : pair_score 5.189e+02, size 123. 395.
EVALUATING merges at lap 11.00
   5,    6 : rejected. changed_loss  6.593e-02   merged_size 992.  
   5,   13 : rejected. changed_loss  3.076e-02   merged_size 983.  
   5,    7 : rejected. changed_loss  4.746e-02   merged_size 974.  
   6,   11 : rejected. changed_loss  7.527e-02   merged_size 937.  
  11,   13 : rejected. changed_loss  5.034e-02   merged_size 928.  
   6,   13 : rejected. changed_loss  5.605e-02   merged_size 927.  
   7,   11 : rejected. changed_loss  6.035e-02   merged_size 918.  
   6,    7 : rejected. changed_loss  5.448e-02   merged_size 918.  
   7,   13 : rejected. changed_loss  4.300e-02   merged_size 909.  
   7,   10 : rejected. changed_loss  3.072e-02   merged_size 907.  
   0,    5 : rejected. changed_loss  5.244e-02   merged_size 870.  
   9,   18 : rejected. changed_loss  3.685e-02   merged_size 844.  
  14,   18 : rejected. changed_loss  3.834e-02   merged_size 827.  
   0,   11 : rejected. changed_loss  8.793e-02   merged_size 814.  
  17,   18 : rejected. changed_loss  2.857e-02   merged_size 817.  
   0,    6 : rejected. changed_loss  5.076e-02   merged_size 814.  
   0,   13 : rejected. changed_loss  3.916e-02   merged_size 805.  
   0,   10 : rejected. changed_loss  3.264e-02   merged_size 803.  
   1,    5 : rejected. changed_loss  3.124e-02   merged_size 650.  
   1,   11 : rejected. changed_loss  1.537e-02   merged_size 595.  
   1,   18 : rejected. changed_loss  1.460e-02   merged_size 521.  
MERGE @ lap 11.00 : 0/21 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 11.20. K=12
   0/12 UIDs ineligible because on shortlist for births. 
   20/66 pairs eligible. 46 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   5,   11 : pair_score 9.928e+02, size 524. 468.
   5,   17 : pair_score 9.468e+02, size 524. 422.
   5,   18 : pair_score 9.192e+02, size 524. 395.
  11,   17 : pair_score 8.914e+02, size 468. 422.
   6,   17 : pair_score 8.912e+02, size 468. 422.
   7,   14 : pair_score 8.821e+02, size 450. 431.
  13,   17 : pair_score 8.820e+02, size 459. 422.
  10,   17 : pair_score 8.796e+02, size 456. 422.
  11,   18 : pair_score 8.638e+02, size 468. 395.
   6,   18 : pair_score 8.636e+02, size 468. 395.
  13,   18 : pair_score 8.544e+02, size 459. 395.
  10,   18 : pair_score 8.521e+02, size 456. 395.
   1,    6 : pair_score 5.950e+02, size 126. 468.
   1,   13 : pair_score 5.858e+02, size 126. 459.
   1,   10 : pair_score 5.834e+02, size 126. 456.
   1,    7 : pair_score 5.767e+02, size 126. 450.
   1,    9 : pair_score 5.764e+02, size 126. 449.
EVALUATING merges at lap 12.00
   5,   11 : rejected. changed_loss  5.509e-02   merged_size 988.  
   5,   17 : rejected. changed_loss  3.434e-02   merged_size 947.  
   5,   18 : rejected. changed_loss  5.179e-02   merged_size 919.  
  11,   17 : rejected. changed_loss  4.893e-02   merged_size 887.  
   6,   17 : rejected. changed_loss  5.758e-02   merged_size 891.  
   7,   14 : rejected. changed_loss  4.245e-02   merged_size 883.  
  13,   17 : rejected. changed_loss  3.154e-02   merged_size 881.  
  10,   17 : rejected. changed_loss  2.704e-02   merged_size 880.  
  11,   18 : rejected. changed_loss  6.249e-02   merged_size 859.  
   6,   18 : rejected. changed_loss  4.283e-02   merged_size 863.  
  13,   18 : rejected. changed_loss  3.362e-02   merged_size 854.  
  10,   18 : rejected. changed_loss  2.020e-02   merged_size 852.  
   1,    6 : rejected. changed_loss  3.695e-02   merged_size 598.  
   1,   13 : rejected. changed_loss  2.156e-02   merged_size 588.  
   1,   10 : rejected. changed_loss  1.415e-02   merged_size 587.  
   1,    7 : rejected. changed_loss  1.690e-02   merged_size 580.  
   1,    9 : rejected. changed_loss  2.416e-02   merged_size 579.  
MERGE @ lap 12.00 : 0/17 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 12.20. K=12
   0/12 UIDs ineligible because on shortlist for births. 
   10/66 pairs eligible. 56 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
  14,   17 : pair_score 8.549e+02, size 432. 422.
   0,    7 : pair_score 7.962e+02, size 345. 450.
   0,   17 : pair_score 7.679e+02, size 345. 422.
   0,   18 : pair_score 7.403e+02, size 345. 395.
   1,    5 : pair_score 6.545e+02, size 129. 524.
   1,   11 : pair_score 5.943e+02, size 129. 464.
   1,   14 : pair_score 5.620e+02, size 129. 432.
   1,   17 : pair_score 5.526e+02, size 129. 422.
   1,   18 : pair_score 5.250e+02, size 129. 395.
EVALUATING merges at lap 13.00
  14,   17 : rejected. changed_loss  4.726e-02   merged_size 854.  
   0,    7 : rejected. changed_loss  2.595e-02   merged_size 796.  
   0,   17 : rejected. changed_loss  4.110e-02   merged_size 767.  
   0,   18 : rejected. changed_loss  2.541e-02   merged_size 739.  
   1,    5 : rejected. changed_loss  3.133e-02   merged_size 658.  
   1,   11 : rejected. changed_loss  1.513e-02   merged_size 593.  
   1,   14 : rejected. changed_loss  1.986e-02   merged_size 565.  
   1,   17 : rejected. changed_loss  2.376e-02   merged_size 556.  
   1,   18 : rejected. changed_loss  1.501e-02   merged_size 528.  
MERGE @ lap 13.00 : 0/9 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 13.20. K=12
   0/12 UIDs ineligible because on shortlist for births. 
   11/66 pairs eligible. 55 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   6,   11 : pair_score 9.284e+02, size 468. 460.
   7,    9 : pair_score 9.016e+02, size 451. 450.
   7,   17 : pair_score 8.743e+02, size 451. 422.
   9,   17 : pair_score 8.729e+02, size 450. 422.
   7,   18 : pair_score 8.465e+02, size 451. 395.
   1,    6 : pair_score 6.021e+02, size 133. 468.
   1,   13 : pair_score 5.926e+02, size 133. 458.
   1,   10 : pair_score 5.916e+02, size 133. 457.
   1,    7 : pair_score 5.852e+02, size 133. 451.
   1,    9 : pair_score 5.838e+02, size 133. 450.
EVALUATING merges at lap 14.00
   6,   11 : rejected. changed_loss  7.515e-02   merged_size 924.  
   7,    9 : rejected. changed_loss  4.362e-02   merged_size 901.  
   7,   17 : rejected. changed_loss  3.382e-02   merged_size 874.  
   9,   17 : rejected. changed_loss  5.299e-02   merged_size 872.  
   7,   18 : rejected. changed_loss  4.314e-02   merged_size 846.  
   1,    6 : rejected. changed_loss  3.734e-02   merged_size 605.  
   1,   13 : rejected. changed_loss  2.175e-02   merged_size 596.  
   1,   10 : rejected. changed_loss  1.434e-02   merged_size 595.  
   1,    7 : rejected. changed_loss  1.727e-02   merged_size 589.  
   1,    9 : rejected. changed_loss  2.442e-02   merged_size 587.  
MERGE @ lap 14.00 : 0/10 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 14.20. K=12
   0/12 UIDs ineligible because on shortlist for births. 
   17/66 pairs eligible. 49 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   5,   11 : pair_score 9.815e+02, size 525. 456.
   5,    9 : pair_score 9.756e+02, size 525. 450.
   5,   14 : pair_score 9.577e+02, size 525. 432.
   6,    9 : pair_score 9.184e+02, size 468. 450.
   9,   13 : pair_score 9.089e+02, size 450. 458.
   9,   10 : pair_score 9.081e+02, size 450. 458.
   9,   11 : pair_score 9.061e+02, size 450. 456.
   6,   14 : pair_score 9.005e+02, size 468. 432.
  13,   14 : pair_score 8.910e+02, size 458. 432.
  10,   14 : pair_score 8.902e+02, size 458. 432.
  11,   14 : pair_score 8.882e+02, size 456. 432.
   1,    5 : pair_score 6.627e+02, size 137. 525.
   1,   11 : pair_score 5.933e+02, size 137. 456.
   1,   17 : pair_score 5.601e+02, size 137. 422.
   1,   18 : pair_score 5.322e+02, size 137. 394.
   0,    1 : pair_score 4.814e+02, size 344. 137.
EVALUATING merges at lap 15.00
   5,   11 : rejected. changed_loss  5.483e-02   merged_size 977.  
   5,    9 : rejected. changed_loss  6.752e-02   merged_size 975.  
   5,   14 : rejected. changed_loss  5.003e-02   merged_size 958.  
   6,    9 : rejected. changed_loss  4.082e-02   merged_size 918.  
   9,   13 : rejected. changed_loss  5.066e-02   merged_size 908.  
   9,   10 : rejected. changed_loss  3.954e-02   merged_size 908.  
   9,   11 : rejected. changed_loss  6.523e-02   merged_size 902.  
